niveau_etude,region,smoker,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
doctorat,Normandie,oui,2725.0,4.0,576.0,687.922,500.0
bac,Bretagne,oui,3591.0,4.0,576.0,810.9460000000001,9292.332965764826
aucun,Île-de-France,non,4731.0,0.0,494.0,1085.99,500.0
doctorat,Provence-Alpes-Côte d’Azur,non,2601.0,3.0,581.0,1040.518,8998.77950720081
master,Auvergne-Rhône-Alpes,non,3111.0,2.0,481.0,698.5400000000001,1900.731171856429
bac+2,Normandie,oui,4569.0,3.0,581.0,760.014,17851.010910240406
master,Provence-Alpes-Côte d’Azur,oui,1376.0,2.0,577.0,578.53,500.0
master,Occitanie,non,2253.0,5.0,776.0,738.6719999999999,24217.58389284025
aucun,Occitanie,non,1017.0,4.0,576.0,706.138,500.0
master,Normandie,non,2629.0,5.0,770.0,900.2820000000002,2352.4355498269483
bac,Normandie,non,1843.0,3.0,622.0,1162.45,4616.836593578
master,Île-de-France,oui,3426.0,5.0,686.0,1165.94,500.0
bac,Auvergne-Rhône-Alpes,oui,3355.0,3.0,401.0,940.81,4360.572207307363
master,Auvergne-Rhône-Alpes,non,4366.0,4.0,576.0,917.374,6720.469873067939
doctorat,Provence-Alpes-Côte d’Azur,non,3464.0,0.0,767.0,910.2760000000001,40904.420313068695
doctorat,Normandie,oui,3342.0,2.0,577.0,735.3100000000001,10581.09660359436
doctorat,Île-de-France,oui,1099.0,5.0,557.0,1056.63,13383.970902758429
doctorat,Auvergne-Rhône-Alpes,oui,500.0,0.0,470.0,650.918,13002.61504107803
aucun,Corse,non,3109.0,0.0,388.0,783.018,1339.3947702361097
doctorat,Occitanie,oui,500.0,5.0,557.0,284.67,555.2232346125785
aucun,Provence-Alpes-Côte d’Azur,oui,2125.0,2.0,577.0,358.27,500.0
bac+2,Hauts-de-France,oui,3420.0,5.0,557.0,806.25,4504.153730350699
aucun,Auvergne-Rhône-Alpes,oui,3222.0,3.0,581.0,599.8419999999999,500.0
aucun,Hauts-de-France,oui,2449.0,4.0,773.0,470.22200000000004,500.0
bac,Auvergne-Rhône-Alpes,oui,4683.0,2.0,577.0,806.766,17315.966732062687
bac,Île-de-France,oui,3560.0,0.0,418.0,1097.97,7260.969510855186
aucun,Corse,non,2899.0,1.0,553.0,663.256,945.5205291396836
bac+2,Île-de-France,non,2794.0,2.0,577.0,864.2959999999999,22019.49930340135
bac+2,Corse,non,1125.0,5.0,323.0,727.8979999999999,500.0
bac,Provence-Alpes-Côte d’Azur,non,2790.0,3.0,831.0,910.0219999999999,500.0
doctorat,Normandie,oui,4625.0,4.0,576.0,777.55,2289.07875945306
bac+2,Bretagne,oui,1467.0,2.0,599.0,1217.04,15809.630458339998
bac,Auvergne-Rhône-Alpes,oui,3780.0,2.0,577.0,982.6360000000001,3883.911914009419
master,Hauts-de-France,oui,833.0,3.0,847.0,786.144,500.0
doctorat,Hauts-de-France,oui,2047.0,0.0,748.0,878.558,500.0
aucun,Hauts-de-France,oui,2062.0,5.0,419.0,730.6220000000001,500.0
doctorat,Bretagne,non,4408.0,3.0,407.0,1259.71,23972.718039480453
master,Corse,oui,500.0,2.0,577.0,1056.134,500.0
bac+2,Hauts-de-France,oui,3390.0,0.0,322.0,891.9200000000001,500.0
aucun,Normandie,non,929.0,2.0,577.0,987.92,500.0
doctorat,Bretagne,oui,3244.0,4.0,527.0,697.532,28268.407632575607
doctorat,Occitanie,oui,2592.0,0.0,689.0,836.1940000000001,500.0
aucun,Bretagne,non,2652.0,3.0,840.0,729.004,10718.60128450164
bac,Normandie,non,2573.0,4.0,576.0,647.77,9369.970780301765
aucun,Île-de-France,oui,1717.0,4.0,576.0,939.76,500.0
bac,Normandie,non,4791.0,3.0,608.0,575.21,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2797.0,4.0,576.0,915.0720000000001,14407.394949324129
bac+2,Corse,non,5763.0,5.0,355.0,578.9599999999999,500.0
aucun,Bretagne,oui,2669.0,4.0,639.0,461.11400000000003,500.0
bac+2,Occitanie,non,2050.0,4.0,576.0,797.6679999999999,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,2724.0,4.0,576.0,629.236,10215.211948561966
bac,Normandie,non,1584.0,5.0,557.0,810.158,810.2920206052056
bac+2,Normandie,non,1908.0,4.0,576.0,783.944,500.0
bac,Île-de-France,non,3823.0,5.0,557.0,573.228,26348.69071650976
bac,Occitanie,oui,2964.0,0.0,430.0,1015.4,4245.982450806085
master,Occitanie,non,2986.0,2.0,577.0,465.47,500.0
bac,Occitanie,oui,4137.0,3.0,581.0,638.744,8096.368241205189
bac,Corse,non,3265.0,1.0,476.0,761.9680000000001,17696.42070676709
master,Provence-Alpes-Côte d’Azur,oui,3962.0,3.0,581.0,801.354,3211.040083034987
bac+2,Occitanie,oui,1217.0,1.0,659.0,849.732,6000.623724878125
bac,Corse,non,2185.0,5.0,846.0,494.52,5004.737334390796
bac+2,Bretagne,non,2160.0,1.0,553.0,810.72,3839.10191996218
doctorat,Corse,oui,3146.0,5.0,710.0,639.592,500.0
master,Provence-Alpes-Côte d’Azur,oui,2082.0,3.0,581.0,730.3399999999999,3831.934918728269
bac+2,Hauts-de-France,oui,1576.0,4.0,576.0,832.668,500.0
master,Bretagne,non,3506.0,4.0,576.0,818.12,36194.45445810504
master,Provence-Alpes-Côte d’Azur,non,3308.0,3.0,422.0,682.9860000000001,36664.6295810106
master,Île-de-France,non,2988.0,3.0,581.0,626.27,27446.216042395805
doctorat,Île-de-France,non,4947.0,0.0,580.0,844.9,19353.79269449597
bac+2,Corse,non,3181.0,3.0,581.0,265.2039,500.0
doctorat,Normandie,non,867.0,1.0,431.0,738.1659999999999,500.0
bac,Provence-Alpes-Côte d’Azur,oui,3065.0,3.0,581.0,654.7679999999999,500.0
doctorat,Occitanie,non,2265.0,5.0,711.0,696.956,28985.09637543067
aucun,Île-de-France,oui,4159.0,2.0,577.0,830.7299999999999,25993.7998966687
bac,Auvergne-Rhône-Alpes,non,4360.0,3.0,520.0,849.118,500.0
bac,Occitanie,non,3427.0,4.0,576.0,844.03,5620.381218407706
aucun,Normandie,oui,1773.0,0.0,580.0,643.5459999999999,500.0
aucun,Normandie,oui,2424.0,0.0,580.0,1023.72,500.0
bac+2,Corse,oui,2178.0,3.0,640.0,788.64,500.0
bac,Provence-Alpes-Côte d’Azur,non,4101.0,0.0,580.0,923.142,23309.481767589496
aucun,Auvergne-Rhône-Alpes,non,742.0,1.0,681.0,438.946,500.0
aucun,Occitanie,non,940.0,1.0,676.0,796.85,13709.78613859374
bac,Corse,oui,2747.0,5.0,557.0,841.1220000000001,500.0
master,Occitanie,non,1971.0,4.0,576.0,664.598,13944.107037814936
bac,Auvergne-Rhône-Alpes,oui,4751.0,2.0,577.0,1073.946,500.0
master,Auvergne-Rhône-Alpes,non,1604.0,0.0,497.0,764.174,500.0
master,Occitanie,oui,2021.0,1.0,553.0,810.1800000000001,14986.054568922127
doctorat,Hauts-de-France,oui,3305.0,0.0,566.0,682.986,10452.945263428395
master,Provence-Alpes-Côte d’Azur,non,3515.0,4.0,576.0,996.84,2651.776492166848
master,Provence-Alpes-Côte d’Azur,oui,3249.0,2.0,757.0,1023.518,22358.524841270264
aucun,Corse,oui,2877.0,1.0,707.0,750.866,3409.6489431689424
master,Bretagne,oui,581.0,1.0,363.0,613.8720000000001,16638.894402492777
doctorat,Normandie,oui,3664.0,1.0,553.0,1025.27,36310.70103595029
doctorat,Île-de-France,oui,4007.0,5.0,328.0,919.19,26091.938817390765
bac+2,Occitanie,non,2002.0,2.0,688.0,691.7620000000001,17101.262016515462
doctorat,Occitanie,oui,1207.0,1.0,439.0,1023.454,500.0
bac+2,Occitanie,non,2901.0,4.0,576.0,742.688,500.0
master,Auvergne-Rhône-Alpes,non,960.0,5.0,557.0,825.348,500.0
master,Auvergne-Rhône-Alpes,oui,938.0,3.0,581.0,1111.94,12655.682411960945
master,Normandie,non,1380.0,2.0,577.0,628.76,500.0
bac+2,Bretagne,oui,3847.0,0.0,580.0,858.11,500.0
master,Auvergne-Rhône-Alpes,non,578.0,0.0,413.0,647.92,500.0
bac+2,Bretagne,non,4100.0,4.0,664.0,782.6560000000001,16208.76936325034
bac,Hauts-de-France,non,3600.0,2.0,577.0,839.6940000000001,18313.02077541089
bac+2,Hauts-de-France,oui,2239.0,1.0,553.0,715.994,8933.102972161352
bac+2,Occitanie,non,2315.0,1.0,312.0,1044.6599999999999,11265.909886069068
aucun,Hauts-de-France,non,5170.0,4.0,576.0,868.6579999999998,500.0
doctorat,Corse,non,659.0,3.0,581.0,741.508,23178.674741119205
master,Provence-Alpes-Côte d’Azur,oui,2075.0,4.0,727.0,752.45,500.0
doctorat,Auvergne-Rhône-Alpes,oui,2967.0,2.0,698.0,967.0260000000001,500.0
doctorat,Auvergne-Rhône-Alpes,non,2685.0,4.0,576.0,899.958,3691.188441439243
bac+2,Auvergne-Rhône-Alpes,non,1972.0,2.0,421.0,936.44,12427.860233021844
bac+2,Bretagne,oui,1992.0,2.0,577.0,868.32,8995.32605076591
doctorat,Hauts-de-France,oui,1159.0,4.0,576.0,941.8459999999999,7686.360874423631
master,Provence-Alpes-Côte d’Azur,non,3008.0,0.0,544.0,748.548,576.4275913911271
bac,Normandie,oui,1823.0,0.0,580.0,708.37,500.0
master,Occitanie,non,2526.0,5.0,557.0,610.3140000000001,1285.843664772567
master,Île-de-France,oui,1603.0,2.0,459.0,831.1599999999999,500.0
aucun,Île-de-France,oui,2359.0,4.0,377.0,966.318,500.0
aucun,Occitanie,non,1165.0,3.0,729.0,1033.8200000000002,500.0
doctorat,Île-de-France,oui,1870.0,3.0,581.0,620.5219999999999,17833.57610297613
doctorat,Provence-Alpes-Côte d’Azur,oui,3009.0,3.0,581.0,999.35,17676.732572630357
master,Hauts-de-France,oui,4535.0,3.0,367.0,787.082,500.0
aucun,Occitanie,non,2952.0,4.0,576.0,903.5719999999999,500.0
bac,Île-de-France,non,883.0,5.0,557.0,684.7860000000001,16626.303215791766
aucun,Auvergne-Rhône-Alpes,non,2328.0,0.0,580.0,739.4480000000001,500.0
doctorat,Auvergne-Rhône-Alpes,oui,2930.0,1.0,326.0,937.63,500.0
master,Bretagne,non,2399.0,2.0,577.0,953.202,500.0
doctorat,Île-de-France,oui,3277.0,1.0,797.0,890.692,6166.441577325173
doctorat,Provence-Alpes-Côte d’Azur,oui,2162.0,4.0,576.0,588.894,500.0
bac+2,Auvergne-Rhône-Alpes,oui,2794.0,3.0,753.0,814.77,500.0
master,Occitanie,non,2635.0,4.0,576.0,604.86,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,3762.0,1.0,332.0,359.376,30668.030788734803
bac,Hauts-de-France,non,2024.0,0.0,580.0,330.72,500.0
doctorat,Île-de-France,oui,3194.0,5.0,557.0,787.79,28044.65433893319
doctorat,Corse,oui,1290.0,4.0,576.0,921.042,500.0
aucun,Bretagne,non,3073.0,3.0,581.0,900.5,500.0
bac+2,Hauts-de-France,non,4366.0,3.0,339.0,917.374,10232.981845206195
bac,Île-de-France,non,2532.0,4.0,547.0,768.16,15597.52592900049
master,Auvergne-Rhône-Alpes,oui,1503.0,5.0,557.0,999.05,8017.943684823101
bac+2,Normandie,non,3489.0,1.0,553.0,822.0040000000001,27406.862913178746
bac,Hauts-de-France,oui,3005.0,2.0,704.0,684.0960000000001,13698.415645625097
doctorat,Corse,non,2198.0,0.0,559.0,1042.518,500.0
aucun,Provence-Alpes-Côte d’Azur,non,1914.0,5.0,557.0,817.88,19119.810314144608
bac+2,Provence-Alpes-Côte d’Azur,non,4216.0,0.0,580.0,662.312,788.9099771001676
bac,Corse,oui,1775.0,1.0,553.0,477.98199999999997,500.0
doctorat,Hauts-de-France,oui,1925.0,3.0,676.0,713.958,26750.480486505105
bac+2,Provence-Alpes-Côte d’Azur,oui,3293.0,0.0,692.0,531.726,17934.67650556928
bac+2,Normandie,oui,2795.0,1.0,422.0,903.6060000000001,4693.717498178901
master,Occitanie,non,2775.0,3.0,828.0,1069.518,22674.088688616943
master,Normandie,oui,3430.0,3.0,801.0,864.9620000000001,500.0
master,Provence-Alpes-Côte d’Azur,oui,817.0,1.0,606.0,949.402,500.0
doctorat,Occitanie,non,2820.0,3.0,581.0,916.0020000000001,500.0
doctorat,Corse,oui,500.0,0.0,580.0,1056.134,500.0
bac+2,Corse,oui,1724.0,2.0,577.0,616.2479999999999,2949.8484647331334
master,Normandie,oui,841.0,2.0,577.0,741.798,500.0
bac,Corse,non,3630.0,3.0,581.0,817.08,7379.65165645479
bac,Provence-Alpes-Côte d’Azur,non,2949.0,2.0,826.0,950.3860000000001,28633.02303091121
aucun,Bretagne,oui,2410.0,5.0,557.0,821.4,3324.5581182092837
doctorat,Île-de-France,non,3743.0,1.0,553.0,764.49,25750.469397793797
master,Auvergne-Rhône-Alpes,oui,2914.0,4.0,576.0,932.1039999999999,19752.115138992864
bac,Normandie,non,2135.0,1.0,553.0,800.664,500.0
master,Normandie,oui,1193.0,0.0,580.0,972.7439999999999,3209.862838392056
bac+2,Occitanie,oui,1424.0,0.0,622.0,813.528,500.0
aucun,Provence-Alpes-Côte d’Azur,non,2070.0,4.0,576.0,739.762,15492.895263036977
aucun,Hauts-de-France,oui,2276.0,5.0,387.0,1030.608,500.0
aucun,Normandie,non,3832.0,5.0,557.0,691.93,22101.122653990828
master,Île-de-France,oui,3483.0,1.0,553.0,838.972,15114.994131804517
bac+2,Hauts-de-France,non,3754.0,2.0,577.0,735.2259999999999,500.0
aucun,Occitanie,non,3056.0,3.0,398.0,1094.89,4402.117846859799
aucun,Hauts-de-France,non,3481.0,4.0,576.0,744.2800000000001,19890.59960784424
aucun,Provence-Alpes-Côte d’Azur,non,1926.0,1.0,729.0,626.202,4702.241546849263
bac,Bretagne,non,1755.0,5.0,358.0,718.158,10721.509688061116
doctorat,Corse,oui,1548.0,1.0,701.0,772.78,500.0
doctorat,Auvergne-Rhône-Alpes,oui,4583.0,3.0,725.0,816.042,41326.70700139866
doctorat,Auvergne-Rhône-Alpes,non,3296.0,4.0,576.0,610.1659999999999,5015.482638419116
bac,Auvergne-Rhône-Alpes,non,2498.0,1.0,553.0,665.902,11626.611583668611
aucun,Hauts-de-France,oui,3327.0,4.0,433.0,492.64,500.0
aucun,Hauts-de-France,oui,1786.0,2.0,662.0,595.066,500.0
doctorat,Corse,oui,3337.0,0.0,620.0,676.472,17654.965170290554
bac+2,Corse,non,1352.0,4.0,576.0,884.3619999999999,500.0
bac+2,Bretagne,non,500.0,3.0,548.0,806.098,500.0
aucun,Normandie,non,1773.0,1.0,728.0,643.5459999999999,500.0
doctorat,Auvergne-Rhône-Alpes,non,1238.0,0.0,609.0,660.438,25316.79899817748
doctorat,Hauts-de-France,non,544.0,5.0,432.0,962.38,500.0
aucun,Corse,non,2740.0,4.0,846.0,859.3400000000001,500.0
bac,Corse,oui,727.0,5.0,451.0,631.47,500.0
bac+2,Provence-Alpes-Côte d’Azur,non,875.0,3.0,581.0,780.8860000000001,16358.250172015749
aucun,Hauts-de-France,non,5326.0,2.0,577.0,734.358,500.0
bac,Occitanie,non,3652.0,1.0,553.0,1005.882,23411.09926763182
bac+2,Île-de-France,non,5592.0,5.0,557.0,860.932,3192.696276465216
bac,Hauts-de-France,oui,836.0,4.0,576.0,719.0440000000001,500.0
aucun,Hauts-de-France,non,1851.0,1.0,553.0,737.85,500.0
bac+2,Normandie,oui,2235.0,0.0,580.0,742.184,12831.819072525072
master,Normandie,non,2728.0,2.0,429.0,776.5640000000001,23971.55513308812
bac,Île-de-France,non,3120.0,1.0,389.0,762.798,500.0
bac,Provence-Alpes-Côte d’Azur,oui,4116.0,3.0,581.0,669.3580000000001,500.0
master,Île-de-France,oui,4114.0,4.0,417.0,710.556,5000.605234045602
bac,Île-de-France,non,3038.0,1.0,553.0,393.18,500.0
aucun,Île-de-France,non,2957.0,2.0,577.0,812.6,21536.143919368256
bac,Corse,oui,3029.0,3.0,330.0,831.012,500.0
bac,Occitanie,non,569.0,3.0,581.0,785.8320000000001,1577.442134126451
bac+2,Hauts-de-France,oui,1968.0,4.0,576.0,791.494,500.0
bac+2,Corse,non,2730.0,2.0,577.0,729.298,500.0
bac,Bretagne,oui,2413.0,5.0,557.0,849.88,2707.792985228467
aucun,Occitanie,oui,1588.0,3.0,729.0,937.65,500.0
doctorat,Bretagne,non,564.0,1.0,553.0,784.114,11800.310755965696
bac,Occitanie,oui,833.0,5.0,557.0,786.144,500.0
bac,Provence-Alpes-Côte d’Azur,non,500.0,5.0,376.0,713.5759999999999,500.0
bac,Corse,oui,3385.0,5.0,596.0,563.26,1224.6381753458868
bac,Normandie,oui,500.0,2.0,496.0,654.534,500.0
master,Corse,non,2443.0,3.0,672.0,904.8299999999999,2662.9290460697584
doctorat,Île-de-France,oui,4529.0,0.0,304.0,950.46,6388.831733330783
master,Normandie,non,3197.0,0.0,418.0,738.6119999999999,500.0
master,Auvergne-Rhône-Alpes,non,3712.0,5.0,557.0,652.06,32367.55889214068
master,Corse,non,1578.0,5.0,557.0,836.5600000000001,14539.109207408284
bac,Corse,non,868.0,3.0,581.0,738.1659999999999,500.0
bac+2,Occitanie,oui,3408.0,5.0,305.0,1000.876,12111.268695218314
master,Occitanie,non,1859.0,2.0,323.0,619.358,20048.09867740549
aucun,Occitanie,non,916.0,0.0,580.0,873.984,500.0
master,Normandie,non,1563.0,4.0,814.0,462.924,21256.550473924748
master,Occitanie,non,2720.0,0.0,511.0,947.06,28471.89583299534
doctorat,Provence-Alpes-Côte d’Azur,non,1169.0,4.0,576.0,627.9800000000001,16168.04588525164
master,Bretagne,oui,1867.0,3.0,581.0,699.7339999999999,500.0
bac+2,Occitanie,non,4005.0,0.0,580.0,874.82,24075.062170186844
bac+2,Occitanie,non,3123.0,0.0,580.0,750.32,500.0
aucun,Bretagne,non,2827.0,1.0,553.0,507.96,500.0
master,Normandie,oui,500.0,5.0,515.0,654.534,500.0
aucun,Provence-Alpes-Côte d’Azur,non,4267.0,3.0,450.0,706.7819999999999,5171.860923695181
aucun,Bretagne,non,2506.0,2.0,577.0,616.838,500.0
aucun,Bretagne,non,2680.0,0.0,840.0,1045.428,25273.886668864787
bac+2,Provence-Alpes-Côte d’Azur,non,3850.0,1.0,553.0,731.33,24995.152635598748
bac,Occitanie,oui,1276.0,2.0,802.0,696.53,500.0
bac,Île-de-France,oui,5895.0,5.0,557.0,656.316,3702.579339514664
bac,Île-de-France,oui,3989.0,5.0,831.0,840.0799999999999,15617.9419236526
bac,Normandie,oui,3745.0,0.0,580.0,957.19,500.0
master,Auvergne-Rhône-Alpes,non,5008.0,1.0,415.0,1102.45,36444.57289934106
master,Corse,non,2695.0,5.0,557.0,1132.984,500.0
doctorat,Auvergne-Rhône-Alpes,non,2111.0,4.0,349.0,536.56,5844.791761040946
bac+2,Normandie,oui,2716.0,3.0,546.0,712.006,18189.008783286863
master,Bretagne,oui,3948.0,2.0,577.0,703.02,29027.502499975624
doctorat,Hauts-de-France,oui,1862.0,3.0,753.0,635.83,6253.957989240446
doctorat,Normandie,non,3340.0,3.0,821.0,669.498,34489.85991601598
aucun,Occitanie,non,513.0,1.0,553.0,1265.11,500.0
doctorat,Occitanie,non,2751.0,1.0,553.0,869.7599999999999,29354.398408330657
aucun,Occitanie,non,2373.0,5.0,557.0,627.1659999999999,500.0
bac,Île-de-France,non,3975.0,4.0,576.0,653.0439999999999,5522.9758192209865
bac+2,Occitanie,non,1602.0,0.0,580.0,831.1600000000001,10467.710838666617
bac,Auvergne-Rhône-Alpes,oui,500.0,3.0,526.0,650.918,500.0
doctorat,Occitanie,oui,2758.0,5.0,557.0,944.7479999999999,500.0
bac+2,Hauts-de-France,oui,3490.0,2.0,577.0,822.0040000000001,8960.264980967058
bac,Provence-Alpes-Côte d’Azur,non,2037.0,1.0,553.0,885.73,500.0
doctorat,Provence-Alpes-Côte d’Azur,oui,1594.0,4.0,778.0,1111.942,25724.3631942823
bac+2,Auvergne-Rhône-Alpes,non,1916.0,2.0,577.0,749.712,500.0
aucun,Occitanie,non,1612.0,0.0,580.0,673.4200000000001,6282.187244432903
master,Occitanie,oui,3042.0,4.0,576.0,548.3140000000001,500.0
master,Corse,oui,1360.0,3.0,581.0,934.824,500.0
aucun,Corse,oui,573.0,4.0,576.0,785.8320000000001,500.0
aucun,Hauts-de-France,non,2669.0,3.0,581.0,461.11400000000003,6553.793962484991
aucun,Bretagne,oui,2264.0,4.0,304.0,480.28200000000004,5819.499294471903
bac+2,Auvergne-Rhône-Alpes,non,4374.0,1.0,553.0,1074.59,39172.72518697468
bac,Occitanie,non,2306.0,0.0,330.0,989.0259999999998,500.0
doctorat,Hauts-de-France,oui,3066.0,5.0,734.0,654.7679999999999,500.0
doctorat,Bretagne,non,4641.0,4.0,733.0,647.64,14938.409465015538
bac+2,Hauts-de-France,oui,2995.0,1.0,514.0,690.2880000000001,15277.501799351048
master,Bretagne,oui,613.0,2.0,454.0,823.86,500.0
master,Bretagne,oui,1149.0,3.0,581.0,663.6360000000001,3817.141858720097
master,Provence-Alpes-Côte d’Azur,oui,3932.0,1.0,553.0,713.4279999999999,500.0
bac,Corse,non,649.0,4.0,495.0,712.8439999999999,500.0
aucun,Hauts-de-France,oui,1815.0,3.0,581.0,1066.91,500.0
bac+2,Bretagne,non,2822.0,2.0,577.0,1173.6260000000002,500.0
doctorat,Normandie,oui,1651.0,2.0,422.0,738.4340000000001,500.0
master,Corse,oui,2308.0,1.0,547.0,1099.29,500.0
aucun,Occitanie,non,4763.0,4.0,618.0,913.7280000000001,1826.6549623036133
master,Île-de-France,oui,3448.0,2.0,577.0,575.96,25448.08086332099
bac,Auvergne-Rhône-Alpes,oui,1158.0,2.0,577.0,460.34,500.0
aucun,Normandie,non,3338.0,0.0,576.0,669.498,4571.826268604224
master,Normandie,non,3425.0,2.0,376.0,629.3,904.2260702907432
master,Normandie,non,500.0,3.0,581.0,654.534,16157.053105820703
bac,Normandie,non,3808.0,5.0,646.0,706.0719999999999,500.0
doctorat,Normandie,non,1869.0,1.0,553.0,762.77,15711.87003313184
doctorat,Auvergne-Rhône-Alpes,oui,3823.0,1.0,488.0,468.94,500.0
doctorat,Bretagne,non,2119.0,1.0,553.0,1099.3379999999997,37529.0886453918
doctorat,Occitanie,non,4665.0,4.0,576.0,884.7540000000001,43181.19711148266
bac,Bretagne,oui,1909.0,5.0,429.0,941.686,500.0
aucun,Occitanie,non,2990.0,3.0,581.0,514.3340000000001,500.0
bac+2,Corse,non,984.0,5.0,637.0,644.6220000000001,5796.363325482758
doctorat,Île-de-France,oui,1583.0,5.0,557.0,799.178,500.0
bac,Auvergne-Rhône-Alpes,oui,2333.0,1.0,553.0,1034.08,500.0
bac+2,Bretagne,oui,2907.0,5.0,557.0,1256.25,500.0
master,Île-de-France,oui,4509.0,5.0,557.0,1132.0520000000001,31364.15337304312
aucun,Provence-Alpes-Côte d’Azur,non,3572.0,2.0,577.0,1010.068,3312.3967038442293
master,Corse,non,2658.0,0.0,718.0,620.0040000000001,22853.88361954909
bac,Occitanie,non,1307.0,1.0,553.0,631.08,500.0
aucun,Auvergne-Rhône-Alpes,oui,3940.0,1.0,553.0,787.408,5784.13253197882
bac,Corse,oui,500.0,5.0,557.0,1056.134,500.0
bac+2,Normandie,non,3155.0,4.0,576.0,747.458,26393.62550663102
master,Bretagne,non,4159.0,5.0,552.0,692.808,3142.8640327169046
doctorat,Normandie,non,1407.0,5.0,557.0,785.01,12544.889490211544
doctorat,Bretagne,non,2457.0,2.0,577.0,790.488,30124.818292787968
bac,Auvergne-Rhône-Alpes,non,6291.0,0.0,423.0,1274.21,1389.2997603998103
bac,Occitanie,oui,4876.0,1.0,553.0,747.482,500.0
aucun,Auvergne-Rhône-Alpes,oui,2731.0,1.0,492.0,653.192,500.0
doctorat,Île-de-France,oui,2625.0,1.0,401.0,743.246,4311.312643442784
master,Bretagne,oui,1864.0,2.0,640.0,542.182,500.0
aucun,Provence-Alpes-Côte d’Azur,oui,1761.0,4.0,355.0,861.466,500.0
aucun,Auvergne-Rhône-Alpes,non,2952.0,0.0,580.0,903.5719999999999,500.0
bac+2,Hauts-de-France,oui,3343.0,4.0,425.0,849.0560000000002,516.2013825279128
bac+2,Hauts-de-France,oui,2487.0,0.0,580.0,720.0759999999999,12624.198973322653
aucun,Provence-Alpes-Côte d’Azur,non,561.0,0.0,580.0,784.114,3554.6162146944416
doctorat,Bretagne,non,2352.0,4.0,576.0,1133.498,8920.216051375613
master,Bretagne,non,3357.0,4.0,690.0,806.454,22860.07509602488
master,Hauts-de-France,oui,500.0,3.0,581.0,1307.961000000001,500.0
bac+2,Auvergne-Rhône-Alpes,non,2463.0,3.0,581.0,889.2299999999999,25449.04091186408
doctorat,Corse,oui,1944.0,5.0,557.0,812.12,1129.6682138199044
doctorat,Auvergne-Rhône-Alpes,oui,953.0,4.0,686.0,996.008,500.0
aucun,Bretagne,oui,3100.0,4.0,576.0,825.8539999999999,500.0
aucun,Corse,oui,3172.0,5.0,301.0,975.4720000000001,500.0
master,Auvergne-Rhône-Alpes,oui,1661.0,4.0,576.0,506.08,17544.67949714001
bac,Île-de-France,non,4150.0,4.0,576.0,768.85,500.0
master,Normandie,oui,1201.0,1.0,553.0,971.7599999999999,500.0
aucun,Corse,oui,5438.0,5.0,586.0,918.482,5910.505601304296
doctorat,Bretagne,non,2921.0,4.0,576.0,1049.152,3252.506542992653
aucun,Bretagne,oui,2705.0,1.0,482.0,1092.47,500.0
aucun,Île-de-France,non,3133.0,2.0,594.0,265.2039,500.0
aucun,Normandie,non,500.0,3.0,736.0,581.52,500.0
aucun,Île-de-France,oui,1594.0,5.0,557.0,1017.1960000000001,500.0
master,Corse,oui,1884.0,0.0,512.0,706.44,500.0
master,Provence-Alpes-Côte d’Azur,oui,500.0,3.0,581.0,713.5759999999999,500.0
bac+2,Provence-Alpes-Côte d’Azur,oui,500.0,2.0,404.0,868.72,12329.045552532356
bac+2,Île-de-France,oui,2525.0,2.0,577.0,561.146,20700.429588908697
bac+2,Occitanie,oui,4893.0,0.0,580.0,708.98,16609.19925786048
doctorat,Corse,non,3034.0,2.0,720.0,757.804,500.0
bac,Bretagne,non,1085.0,2.0,577.0,705.548,11799.944302537237
