sport_licence,niveau_etude,region,smoker,nb_enfants,revenu_estime_mois,historique_credits,score_credit,loyer_mensuel,montant_pret
oui,bac+2,Bretagne,oui,3,2022.0,1.0,582.0,1014.3100000000001,16040.296472837965
non,bac+2,Auvergne-Rhône-Alpes,non,2,2699.0,0.0,560.0,464.51,12190.540914841316
oui,master,Île-de-France,oui,2,500.0,2.0,326.0,675.32,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,4,2190.0,3.0,575.0,1076.97,21377.97280482604
oui,aucun,Auvergne-Rhône-Alpes,non,1,2849.0,5.0,576.0,713.7279999999998,500.0
non,aucun,Hauts-de-France,oui,1,505.0,3.0,823.0,675.4100000000001,500.0
oui,master,Bretagne,oui,6,742.0,3.0,406.0,820.5380000000001,500.0
non,master,Corse,oui,3,4960.0,5.0,578.0,780.4620000000001,15420.73450719344
oui,bac,Provence-Alpes-Côte d’Azur,non,1,1238.0,1.0,591.0,825.934,500.0
oui,master,Île-de-France,oui,0,1669.0,4.0,573.0,561.6020000000001,7968.01889487527
oui,bac,Provence-Alpes-Côte d’Azur,oui,0,1896.0,3.0,563.0,655.22,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,834.0,5.0,578.0,738.3480000000002,500.0
oui,doctorat,Normandie,non,1,3223.0,2.0,548.0,646.976,2406.3748200496466
non,bac,Hauts-de-France,non,2,691.0,5.0,737.0,812.0020000000001,2625.735714188659
oui,bac,Occitanie,oui,1,3289.0,4.0,315.0,736.65,8468.589667225546
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,1,5584.0,2.0,570.0,461.212,18569.60984435962
oui,bac,Île-de-France,oui,2,4741.0,2.0,570.0,524.3,17450.706223819467
non,bac,Bretagne,non,1,1837.0,5.0,578.0,776.174,8869.830913121665
oui,master,Provence-Alpes-Côte d’Azur,oui,2,500.0,3.0,575.0,556.23,4662.609643286159
oui,master,Auvergne-Rhône-Alpes,oui,3,2474.0,4.0,387.0,868.302,15545.977453103003
oui,master,Occitanie,non,2,3117.0,5.0,642.0,812.6,26305.575753477868
oui,bac,Île-de-France,oui,2,4694.0,5.0,633.0,761.0440000000001,13505.873973806543
oui,master,Provence-Alpes-Côte d’Azur,oui,5,2175.0,3.0,575.0,687.0400000000001,18107.55489760264
oui,bac+2,Corse,oui,4,3539.0,0.0,560.0,747.6279999999999,500.0
non,bac+2,Corse,non,4,2379.0,0.0,560.0,703.26,3105.6033741494075
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1,603.0,3.0,575.0,891.5380000000001,500.0
oui,doctorat,Normandie,oui,1,1130.0,0.0,560.0,496.07,6082.807973271287
oui,bac+2,Hauts-de-France,non,2,993.0,0.0,560.0,820.1379999999999,4918.766526850969
non,master,Provence-Alpes-Côte d’Azur,oui,1,5028.0,0.0,560.0,732.004,500.0
oui,master,Île-de-France,non,3,1137.0,3.0,751.0,638.0319999999999,22344.784271787124
non,bac+2,Île-de-France,oui,2,966.0,5.0,780.0,984.0380000000001,500.0
oui,bac,Occitanie,oui,2,3496.0,0.0,560.0,768.8059999999999,15252.47207932912
oui,bac,Provence-Alpes-Côte d’Azur,non,0,2793.0,4.0,830.0,886.03,500.0
non,bac,Provence-Alpes-Côte d’Azur,non,2,3930.0,3.0,707.0,755.25,11960.963994371325
non,doctorat,Auvergne-Rhône-Alpes,non,4,1333.0,3.0,781.0,1131.718,33140.443027488414
non,bac,Corse,non,0,2897.0,5.0,403.0,729.5,500.0
non,bac+2,Île-de-France,non,1,2728.0,3.0,575.0,579.348,9734.274900905655
non,bac+2,Normandie,non,1,1631.0,3.0,341.0,779.1600000000001,500.0
oui,doctorat,Occitanie,non,2,3604.0,4.0,573.0,291.14,31456.52191190491
oui,aucun,Occitanie,oui,3,3044.0,0.0,560.0,684.31,12920.544184460949
non,doctorat,Auvergne-Rhône-Alpes,non,3,4912.0,2.0,570.0,890.284,42531.9228563708
oui,aucun,Auvergne-Rhône-Alpes,non,1,500.0,1.0,582.0,842.04,500.0
oui,bac+2,Hauts-de-France,oui,0,4392.0,5.0,578.0,870.1,5759.836744952195
oui,bac+2,Hauts-de-France,oui,3,1820.0,3.0,575.0,802.79,9153.093125988828
oui,master,Normandie,non,0,1335.0,4.0,573.0,930.7760000000001,500.0
non,bac,Occitanie,oui,4,1631.0,5.0,578.0,686.918,6162.426393023203
non,aucun,Hauts-de-France,oui,4,574.0,1.0,676.0,766.95,500.0
non,aucun,Normandie,non,1,3367.0,5.0,752.0,888.9459999999999,500.0
non,aucun,Bretagne,oui,1,4306.0,4.0,848.0,577.42,500.0
oui,bac+2,Auvergne-Rhône-Alpes,non,1,1120.0,4.0,573.0,969.79,17081.807924221
non,bac,Occitanie,oui,1,500.0,4.0,649.0,965.86,500.0
non,doctorat,Occitanie,oui,0,4032.0,2.0,811.0,902.442,500.0
non,master,Île-de-France,non,0,3335.0,0.0,560.0,933.3800000000001,500.0
non,bac+2,Hauts-de-France,oui,1,1352.0,5.0,578.0,775.792,500.0
non,master,Normandie,non,2,2935.0,3.0,661.0,999.756,10866.970598165344
non,bac+2,Hauts-de-France,oui,2,3555.0,1.0,809.0,771.5020000000001,11125.262447278716
non,aucun,Auvergne-Rhône-Alpes,oui,4,3593.0,2.0,570.0,494.346,500.0
non,aucun,Île-de-France,non,1,1876.0,0.0,822.0,792.752,500.0
non,aucun,Auvergne-Rhône-Alpes,non,0,1727.0,1.0,582.0,758.28,500.0
oui,bac,Auvergne-Rhône-Alpes,non,0,2919.0,1.0,836.0,823.71,14731.49167817771
non,doctorat,Occitanie,oui,2,3376.0,5.0,578.0,337.78,500.0
non,doctorat,Hauts-de-France,non,3,2026.0,3.0,575.0,924.7199999999999,27223.67539661409
non,bac,Bretagne,oui,1,1963.0,1.0,616.0,651.63,962.8107762078304
non,bac,Auvergne-Rhône-Alpes,non,3,1987.0,2.0,668.0,798.178,7246.921892442559
oui,aucun,Provence-Alpes-Côte d’Azur,non,3,2733.0,5.0,578.0,881.76,5798.587551548032
oui,doctorat,Normandie,non,1,2473.0,2.0,457.0,894.708,18533.76017448125
non,aucun,Corse,oui,0,2913.0,4.0,573.0,936.092,500.0
non,bac+2,Île-de-France,non,3,3358.0,2.0,616.0,648.066,8552.78762725646
non,master,Auvergne-Rhône-Alpes,oui,1,2912.0,4.0,573.0,936.092,500.0
non,doctorat,Normandie,oui,3,1928.0,1.0,535.0,737.568,4800.222784223214
oui,doctorat,Corse,non,2,2264.0,4.0,573.0,813.442,8526.45922913455
oui,doctorat,Auvergne-Rhône-Alpes,oui,4,1966.0,3.0,483.0,638.922,50404.20304057898
non,bac+2,Hauts-de-France,oui,1,1672.0,0.0,560.0,619.76,500.0
oui,master,Bretagne,non,1,1308.0,0.0,560.0,978.664,19960.120465778265
non,aucun,Auvergne-Rhône-Alpes,non,2,1616.0,3.0,575.0,966.492,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,2,4086.0,2.0,391.0,634.35,22659.080761490022
oui,bac+2,Corse,non,2,3125.0,1.0,478.0,391.6,13638.222535289018
oui,doctorat,Hauts-de-France,non,2,4033.0,3.0,789.0,1000.74,42215.455723225365
oui,doctorat,Bretagne,oui,3,2979.0,3.0,310.0,793.8340000000001,500.0
non,aucun,Auvergne-Rhône-Alpes,non,2,606.0,3.0,575.0,839.5559999999999,500.0
non,bac+2,Occitanie,oui,0,3067.0,1.0,582.0,955.534,500.0
non,master,Bretagne,oui,2,2919.0,3.0,472.0,953.72,500.0
non,bac,Normandie,oui,1,3097.0,5.0,333.0,828.7540000000001,500.0
oui,bac,Bretagne,oui,1,1343.0,3.0,713.0,931.54,3175.0223962997425
non,doctorat,Bretagne,oui,3,2812.0,5.0,498.0,461.92,19457.54925595199
non,aucun,Normandie,non,4,1185.0,2.0,570.0,875.702,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,-1,2448.0,3.0,562.0,607.368,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,0,3249.0,4.0,573.0,856.848,24586.92678444273
non,master,Corse,oui,2,3489.0,2.0,570.0,574.45,3148.182789857926
oui,bac,Hauts-de-France,non,1,3036.0,1.0,582.0,619.578,500.0
oui,master,Occitanie,non,0,3978.0,4.0,391.0,819.93,15870.131290349384
oui,doctorat,Provence-Alpes-Côte d’Azur,oui,4,3288.0,1.0,427.0,855.5200000000001,25694.700938380985
oui,aucun,Provence-Alpes-Côte d’Azur,oui,0,4117.0,4.0,573.0,627.59,500.0
oui,bac+2,Île-de-France,oui,2,2470.0,0.0,560.0,1060.3880000000001,16567.804393279373
oui,aucun,Bretagne,oui,2,983.0,5.0,578.0,782.0,500.0
oui,doctorat,Bretagne,oui,0,5470.0,2.0,570.0,809.7740000000001,2844.2103941737296
oui,doctorat,Bretagne,non,2,2175.0,3.0,602.0,687.0400000000001,44312.022287928834
non,master,Île-de-France,non,0,2551.0,5.0,401.0,765.376,500.0
oui,master,Auvergne-Rhône-Alpes,oui,3,500.0,3.0,575.0,707.99,17791.095972148913
oui,master,Occitanie,non,4,4242.0,4.0,573.0,765.9480000000001,49224.28126135196
non,bac+2,Normandie,non,3,2934.0,1.0,491.0,999.756,24003.784826280924
oui,aucun,Occitanie,oui,1,500.0,1.0,829.0,1043.51,500.0
oui,bac,Île-de-France,oui,3,4636.0,3.0,723.0,879.1479999999999,500.0
non,bac,Hauts-de-France,non,0,4278.0,1.0,582.0,853.35,500.0
oui,doctorat,Île-de-France,non,4,4087.0,1.0,582.0,709.094,35875.72293310961
oui,master,Auvergne-Rhône-Alpes,non,0,861.0,5.0,578.0,780.4219999999999,15556.354852948256
non,aucun,Normandie,non,4,1530.0,2.0,570.0,822.45,500.0
non,aucun,Île-de-France,oui,0,1287.0,3.0,575.0,603.49,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,1,1773.0,4.0,392.0,774.458,2279.848598946681
non,bac,Auvergne-Rhône-Alpes,non,1,2826.0,3.0,786.0,742.728,500.0
oui,doctorat,Corse,non,0,3281.0,3.0,330.0,1035.7600000000002,18374.221950979256
oui,master,Occitanie,oui,3,3185.0,1.0,582.0,731.5980000000001,500.0
oui,master,Corse,oui,1,2536.0,1.0,381.0,1011.6640000000001,500.0
non,aucun,Corse,oui,3,2611.0,3.0,558.0,781.632,500.0
oui,aucun,Corse,oui,3,3239.0,2.0,570.0,695.6479999999999,500.0
oui,master,Normandie,oui,2,2393.0,1.0,576.0,775.0980000000001,500.0
oui,bac,Bretagne,oui,0,3516.0,4.0,573.0,1089.31,500.0
oui,master,Hauts-de-France,oui,0,4477.0,4.0,573.0,715.682,500.0
non,master,Occitanie,oui,1,2530.0,1.0,582.0,712.454,1488.928667066745
non,bac+2,Auvergne-Rhône-Alpes,oui,0,4129.0,2.0,570.0,772.1279999999999,1730.6582489113773
non,doctorat,Corse,oui,0,1423.0,3.0,575.0,686.696,500.0
non,bac+2,Hauts-de-France,non,-1,1652.0,2.0,597.0,688.0899999999999,500.0
non,doctorat,Occitanie,non,3,2514.0,0.0,422.0,915.19,32186.739457508163
oui,master,Bretagne,non,1,3225.0,4.0,805.0,646.976,4686.922744138513
oui,aucun,Bretagne,oui,1,3668.0,5.0,430.0,756.45,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,non,3,1879.0,1.0,582.0,759.104,21232.512905949585
non,doctorat,Auvergne-Rhône-Alpes,oui,1,3060.0,2.0,570.0,613.78,500.0
non,aucun,Bretagne,oui,0,2878.0,2.0,570.0,1082.52,500.0
oui,doctorat,Corse,non,2,4177.0,5.0,578.0,726.604,31724.938470319365
oui,bac,Normandie,non,-1,2467.0,2.0,570.0,1111.522,500.0
non,doctorat,Corse,oui,3,2845.0,1.0,582.0,543.838,9120.799671048062
oui,doctorat,Hauts-de-France,non,1,646.0,3.0,621.0,716.474,500.0
non,bac,Île-de-France,oui,5,3258.0,1.0,582.0,915.092,1840.354157890244
oui,doctorat,Occitanie,oui,0,3297.0,0.0,560.0,1014.61,13025.129389317028
non,aucun,Île-de-France,oui,2,1282.0,2.0,570.0,951.4460000000001,500.0
non,bac+2,Occitanie,non,2,3477.0,5.0,578.0,959.76,20167.78316032001
oui,bac,Bretagne,oui,2,1133.0,0.0,781.0,287.58,2824.944691806418
non,aucun,Hauts-de-France,oui,0,2016.0,0.0,439.0,775.696,500.0
non,bac,Corse,non,0,2457.0,0.0,560.0,506.46,500.0
oui,bac+2,Normandie,oui,1,500.0,2.0,570.0,690.3,500.0
non,bac+2,Île-de-France,non,2,4786.0,0.0,492.0,665.3,24545.209227893247
non,aucun,Normandie,non,1,2051.0,2.0,324.0,866.376,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,2,3028.0,3.0,575.0,657.1800000000001,500.0
oui,aucun,Île-de-France,non,0,523.0,4.0,796.0,772.704,500.0
oui,bac+2,Hauts-de-France,non,2,3284.0,4.0,508.0,1112.68,16744.016988361298
oui,master,Bretagne,non,0,2025.0,0.0,741.0,982.024,500.0
non,master,Île-de-France,oui,1,3213.0,3.0,575.0,696.404,10648.860482798938
non,bac,Auvergne-Rhône-Alpes,oui,1,3315.0,3.0,575.0,794.7700000000001,500.0
oui,aucun,Corse,oui,0,3205.0,0.0,554.0,909.9959999999999,500.0
non,aucun,Bretagne,non,2,1942.0,3.0,575.0,606.0400000000001,6865.086396715975
non,master,Normandie,oui,0,2421.0,5.0,521.0,889.3399999999999,500.0
oui,bac+2,Auvergne-Rhône-Alpes,oui,0,4236.0,2.0,570.0,799.25,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,1,3581.0,0.0,698.0,635.05,15236.920763201771
non,bac,Corse,oui,2,2339.0,4.0,634.0,780.2700000000001,500.0
non,bac,Corse,oui,2,4116.0,1.0,343.0,872.37,500.0
non,bac+2,Corse,oui,2,500.0,4.0,573.0,835.98,500.0
oui,master,Normandie,non,3,1757.0,3.0,575.0,724.25,29836.825867292533
oui,doctorat,Corse,oui,1,1278.0,3.0,782.0,787.7,16538.367525268644
oui,master,Bretagne,non,2,3354.0,1.0,795.0,616.0440000000001,28571.41994306916
non,bac,Occitanie,oui,2,2297.0,2.0,570.0,715.0799999999999,500.0
oui,doctorat,Bretagne,oui,1,3605.0,4.0,573.0,704.4839999999999,18196.991401335043
oui,bac+2,Auvergne-Rhône-Alpes,non,4,1812.0,3.0,432.0,675.3520000000001,31555.558847798748
non,bac,Hauts-de-France,oui,4,2712.0,1.0,346.0,1298.3356,2090.349908079814
oui,aucun,Bretagne,non,3,4349.0,2.0,570.0,664.296,4196.585282945333
oui,aucun,Corse,oui,1,2063.0,4.0,468.0,698.3080000000001,500.0
non,master,Île-de-France,oui,0,2884.0,2.0,619.0,717.54,500.0
oui,master,Hauts-de-France,non,4,3523.0,4.0,425.0,763.836,11569.510663025096
oui,bac+2,Hauts-de-France,oui,3,2395.0,2.0,570.0,874.6479999999999,500.0
oui,bac+2,Île-de-France,oui,1,621.0,1.0,582.0,975.142,7118.537520790216
oui,doctorat,Hauts-de-France,oui,2,1679.0,2.0,725.0,758.846,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,non,3,2532.0,0.0,683.0,584.92,31817.726768574663
non,master,Normandie,non,3,4152.0,2.0,333.0,1288.04,500.0
non,master,Auvergne-Rhône-Alpes,oui,3,4179.0,2.0,570.0,741.722,500.0
non,bac,Hauts-de-France,non,4,2695.0,3.0,575.0,484.48,13154.860636694188
oui,bac,Auvergne-Rhône-Alpes,non,1,2656.0,4.0,803.0,929.6360000000001,25677.092727359683
oui,bac+2,Île-de-France,non,5,3346.0,4.0,573.0,683.5580000000001,18192.832525306763
oui,bac+2,Provence-Alpes-Côte d’Azur,oui,2,2626.0,0.0,560.0,711.826,25107.689319613983
non,master,Hauts-de-France,oui,0,2931.0,0.0,560.0,1267.44,500.0
oui,master,Corse,oui,1,3484.0,3.0,662.0,603.876,12561.851611394752
non,aucun,Hauts-de-France,oui,1,3063.0,1.0,397.0,891.7439999999999,500.0
oui,bac+2,Île-de-France,non,3,500.0,5.0,578.0,675.32,500.0
non,master,Île-de-France,non,2,2503.0,3.0,575.0,774.1220000000001,23405.80329705953
oui,master,Occitanie,oui,3,1346.0,1.0,324.0,832.9019999999998,10434.105759628668
oui,bac,Corse,non,1,2606.0,5.0,377.0,667.2639999999999,500.0
oui,bac+2,Occitanie,non,0,5864.0,1.0,582.0,751.82,30934.04546192218
oui,doctorat,Île-de-France,oui,0,3018.0,4.0,623.0,889.7640000000001,3619.66205462962
non,doctorat,Corse,oui,4,3170.0,4.0,573.0,955.8399999999999,8173.589314864944
non,doctorat,Auvergne-Rhône-Alpes,oui,3,994.0,1.0,504.0,508.01,500.0
oui,master,Occitanie,oui,4,3463.0,3.0,575.0,700.13,24259.01531690829
non,bac+2,Occitanie,non,2,1739.0,2.0,570.0,836.202,7746.484236047353
oui,aucun,Occitanie,non,4,2449.0,1.0,582.0,656.688,500.0
non,bac,Normandie,non,0,500.0,5.0,578.0,671.494,500.0
non,aucun,Occitanie,oui,2,1787.0,5.0,300.0,876.33,500.0
oui,bac,Bretagne,oui,2,2561.0,3.0,819.0,998.7839999999999,8984.566488761415
non,bac+2,Provence-Alpes-Côte d’Azur,non,1,2148.0,5.0,578.0,846.816,500.0
non,bac,Hauts-de-France,non,1,1378.0,1.0,582.0,975.8220000000001,500.0
oui,aucun,Île-de-France,non,3,585.0,2.0,570.0,927.332,28910.63038483141
non,master,Île-de-France,non,1,500.0,4.0,814.0,675.32,500.0
non,bac,Hauts-de-France,oui,3,3320.0,0.0,560.0,703.89,500.0
non,doctorat,Bretagne,oui,2,2034.0,5.0,578.0,551.508,20975.14315180021
oui,aucun,Île-de-France,non,1,2529.0,4.0,425.0,584.92,500.0
oui,master,Auvergne-Rhône-Alpes,non,2,2054.0,0.0,560.0,1023.55,9470.552470366909
oui,bac,Corse,oui,1,1571.0,2.0,597.0,901.3639999999999,500.0
non,doctorat,Hauts-de-France,oui,3,2982.0,4.0,584.0,667.598,7807.0486357154205
non,doctorat,Provence-Alpes-Côte d’Azur,oui,2,3539.0,1.0,409.0,611.952,500.0
oui,doctorat,Provence-Alpes-Côte d’Azur,non,3,3402.0,4.0,573.0,655.4159999999999,42306.63141093119
non,master,Bretagne,non,0,750.0,4.0,475.0,659.3620000000001,500.0
oui,master,Bretagne,non,0,2589.0,5.0,578.0,773.1479999999999,500.0
oui,aucun,Bretagne,oui,2,1638.0,1.0,544.0,958.0780000000001,500.0
oui,bac,Occitanie,oui,2,2424.0,5.0,825.0,797.25,2289.4578532147148
non,bac+2,Provence-Alpes-Côte d’Azur,non,0,3985.0,1.0,809.0,521.23,27262.487018398384
oui,bac,Corse,non,2,3437.0,1.0,582.0,1008.52,8964.023750697223
oui,doctorat,Bretagne,non,0,500.0,2.0,570.0,464.49399999999997,12969.011476053349
oui,doctorat,Hauts-de-France,oui,2,2517.0,3.0,575.0,681.6160000000001,500.0
non,master,Auvergne-Rhône-Alpes,non,1,1499.0,2.0,461.0,965.588,9096.092225578432
non,aucun,Île-de-France,oui,2,5242.0,3.0,575.0,731.7279999999998,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,1,901.0,0.0,560.0,737.0260000000001,500.0
oui,bac+2,Hauts-de-France,non,0,3501.0,0.0,560.0,764.128,500.0
oui,bac,Bretagne,oui,3,2035.0,5.0,439.0,600.59,500.0
non,doctorat,Bretagne,non,1,1611.0,4.0,573.0,915.5840000000001,22844.34126284185
oui,master,Corse,non,3,2419.0,0.0,560.0,748.9779999999998,18920.535773624862
oui,doctorat,Normandie,oui,4,2822.0,0.0,560.0,915.966,31927.79121230104
non,master,Auvergne-Rhône-Alpes,oui,1,1430.0,4.0,509.0,564.58,500.0
oui,master,Normandie,non,3,1331.0,0.0,560.0,930.32,17201.800998672425
oui,doctorat,Occitanie,non,2,943.0,4.0,681.0,779.356,22914.80428577264
oui,aucun,Normandie,oui,2,1952.0,1.0,582.0,876.016,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,0,3259.0,0.0,361.0,877.6700000000001,500.0
non,bac+2,Normandie,non,1,2522.0,5.0,578.0,878.8279999999999,500.0
oui,bac,Auvergne-Rhône-Alpes,non,1,3404.0,0.0,496.0,753.762,12750.445906586652
oui,bac+2,Auvergne-Rhône-Alpes,oui,3,2154.0,5.0,382.0,736.684,500.0
oui,bac+2,Bretagne,non,3,3565.0,5.0,578.0,701.008,2001.7446036759304
oui,master,Bretagne,oui,0,1764.0,4.0,390.0,591.738,500.0
non,bac+2,Île-de-France,non,2,1966.0,1.0,582.0,717.582,14798.843561461985
oui,aucun,Occitanie,non,0,2659.0,3.0,734.0,712.0160000000001,500.0
non,bac,Auvergne-Rhône-Alpes,non,3,2988.0,2.0,452.0,824.98,500.0
non,bac,Corse,non,3,2305.0,3.0,575.0,969.9159999999999,500.0
oui,bac,Corse,oui,0,3432.0,5.0,382.0,827.6700000000001,500.0
oui,doctorat,Auvergne-Rhône-Alpes,oui,4,2849.0,2.0,355.0,713.7279999999998,4829.487803141848
non,bac,Provence-Alpes-Côte d’Azur,oui,1,500.0,3.0,575.0,870.742,500.0
non,aucun,Bretagne,oui,2,840.0,5.0,578.0,398.21,500.0
non,doctorat,Bretagne,oui,3,2892.0,5.0,407.0,502.17,500.0
oui,bac+2,Île-de-France,oui,3,4692.0,5.0,578.0,850.414,16626.627801046405
non,doctorat,Occitanie,non,2,4010.0,1.0,642.0,951.382,500.0
non,bac+2,Hauts-de-France,oui,1,3802.0,1.0,747.0,1102.3380000000002,6408.710028380136
non,master,Auvergne-Rhône-Alpes,oui,3,1277.0,4.0,485.0,715.872,500.0
non,master,Normandie,non,2,2002.0,3.0,575.0,599.4620000000001,13748.689454664063
non,master,Occitanie,non,0,1166.0,1.0,582.0,690.522,500.0
oui,doctorat,Corse,oui,1,2337.0,1.0,582.0,716.832,500.0
oui,bac+2,Hauts-de-France,oui,2,1369.0,5.0,578.0,958.7120000000001,500.0
non,bac+2,Auvergne-Rhône-Alpes,oui,2,3692.0,3.0,575.0,790.19,11591.386235620705
oui,bac,Occitanie,oui,0,3466.0,3.0,684.0,745.29,500.0
non,aucun,Bretagne,oui,0,4127.0,4.0,589.0,638.55,500.0
non,doctorat,Normandie,oui,1,2983.0,1.0,582.0,580.076,12182.395904790526
oui,bac+2,Hauts-de-France,oui,3,1351.0,3.0,575.0,763.302,8272.863537346462
oui,bac+2,Normandie,oui,2,1080.0,2.0,783.0,667.18,6709.378468248548
oui,doctorat,Auvergne-Rhône-Alpes,oui,3,3037.0,0.0,560.0,840.124,500.0
oui,bac+2,Hauts-de-France,non,1,2524.0,0.0,822.0,1040.38,500.0
oui,bac,Bretagne,oui,0,4119.0,1.0,582.0,653.732,500.0
non,doctorat,Hauts-de-France,non,-1,500.0,1.0,745.0,802.78,500.0
oui,bac+2,Normandie,non,2,500.0,4.0,322.0,671.494,9944.96415837722
oui,aucun,Normandie,non,5,3386.0,3.0,575.0,683.574,29112.913246218908
oui,aucun,Bretagne,non,2,3149.0,4.0,483.0,515.04,18167.386855752724
oui,master,Île-de-France,non,3,1721.0,1.0,782.0,507.09800000000007,12798.6558591975
non,doctorat,Corse,oui,4,3055.0,2.0,570.0,857.174,20519.25796707669
non,master,Hauts-de-France,oui,0,1164.0,1.0,582.0,690.522,500.0
oui,bac,Hauts-de-France,non,1,4092.0,3.0,575.0,709.0939999999999,16061.992960333904
non,bac+2,Corse,oui,0,3104.0,5.0,578.0,729.56,500.0
oui,bac+2,Provence-Alpes-Côte d’Azur,non,1,1388.0,0.0,709.0,897.39,16997.567457983518
non,bac,Normandie,non,1,2984.0,5.0,559.0,416.36,500.0
non,doctorat,Auvergne-Rhône-Alpes,oui,1,500.0,3.0,575.0,842.04,17003.659936139124
non,aucun,Normandie,oui,0,2494.0,4.0,509.0,575.7520000000001,500.0
oui,doctorat,Bretagne,non,1,4531.0,4.0,573.0,633.008,53978.10855153077
non,bac,Normandie,non,1,2846.0,4.0,801.0,592.356,500.0
non,bac,Île-de-France,oui,2,1655.0,3.0,575.0,923.24,500.0
oui,aucun,Provence-Alpes-Côte d’Azur,oui,5,642.0,3.0,547.0,446.75,1761.6628950601137
non,master,Occitanie,non,2,4265.0,1.0,589.0,662.62,500.0
non,master,Occitanie,oui,2,3425.0,0.0,560.0,846.9039999999999,8047.164279430357
oui,aucun,Bretagne,oui,2,2379.0,5.0,578.0,709.838,5928.580721911136
non,bac,Occitanie,oui,2,2817.0,0.0,560.0,416.01,9365.447051618832
oui,doctorat,Auvergne-Rhône-Alpes,oui,5,4019.0,2.0,570.0,642.96,9001.516535862114
non,doctorat,Provence-Alpes-Côte d’Azur,non,0,3818.0,5.0,578.0,1033.026,500.0
oui,bac+2,Normandie,non,1,2255.0,3.0,575.0,700.3979999999999,500.0
non,bac+2,Provence-Alpes-Côte d’Azur,oui,3,3713.0,4.0,671.0,741.0199999999999,8587.067855655418
non,bac,Auvergne-Rhône-Alpes,non,2,4281.0,3.0,563.0,641.586,1755.2856603711705
oui,master,Auvergne-Rhône-Alpes,non,1,2774.0,3.0,809.0,910.53,37334.176662580205
oui,doctorat,Auvergne-Rhône-Alpes,non,2,1992.0,4.0,483.0,780.1539999999999,9960.19329792262
non,doctorat,Occitanie,non,2,2970.0,5.0,782.0,844.082,500.0
oui,doctorat,Île-de-France,non,0,2871.0,5.0,307.0,769.864,500.0
non,bac,Île-de-France,oui,4,1729.0,5.0,452.0,720.5,11606.235053812965
non,aucun,Normandie,oui,2,3050.0,2.0,445.0,697.07,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,3,1921.0,4.0,573.0,874.918,31602.627259289293
non,doctorat,Occitanie,oui,3,3679.0,5.0,762.0,905.4399999999999,27218.17600922486
non,master,Île-de-France,oui,0,3373.0,2.0,570.0,665.702,18174.960850129897
oui,master,Hauts-de-France,oui,2,3005.0,4.0,476.0,714.0319999999999,17470.78636265955
oui,master,Bretagne,non,2,3606.0,2.0,480.0,704.484,23352.513481773527
oui,bac+2,Auvergne-Rhône-Alpes,non,0,2630.0,3.0,575.0,781.54,8875.828947299966
non,bac,Auvergne-Rhône-Alpes,oui,1,4328.0,5.0,578.0,552.57,5039.174261576524
non,aucun,Île-de-France,non,0,2840.0,5.0,381.0,646.8700000000001,500.0
non,bac+2,Bretagne,non,0,3408.0,2.0,570.0,1002.15,500.0
non,doctorat,Auvergne-Rhône-Alpes,non,2,3267.0,0.0,560.0,820.592,1767.091635826882
oui,bac+2,Auvergne-Rhône-Alpes,non,3,500.0,0.0,560.0,842.04,2088.3830048673567
non,aucun,Bretagne,oui,3,3908.0,5.0,578.0,813.842,11454.09418110427
non,aucun,Île-de-France,oui,0,1963.0,3.0,570.0,802.4499999999999,500.0
non,master,Hauts-de-France,oui,2,2564.0,1.0,651.0,263.53,500.0
non,bac+2,Normandie,non,1,2338.0,0.0,359.0,727.8679999999999,500.0
oui,bac+2,Corse,non,2,2178.0,1.0,456.0,762.3219999999999,8054.871132122108
oui,master,Hauts-de-France,oui,4,2088.0,1.0,582.0,695.56,13882.31525865006
oui,bac+2,Bretagne,oui,4,3198.0,5.0,578.0,848.076,1532.34740908576
oui,doctorat,Hauts-de-France,oui,0,3318.0,2.0,359.0,851.716,500.0
non,doctorat,Île-de-France,oui,0,1826.0,4.0,573.0,601.644,500.0
oui,doctorat,Auvergne-Rhône-Alpes,non,0,4516.0,5.0,629.0,694.5800000000002,35041.70318570875
oui,bac+2,Normandie,non,1,2005.0,5.0,319.0,826.69,500.0
non,bac,Auvergne-Rhône-Alpes,oui,0,3303.0,3.0,575.0,410.06,500.0
oui,bac,Occitanie,oui,2,3113.0,2.0,767.0,998.5319999999999,14334.841500928856
non,aucun,Bretagne,non,4,2804.0,1.0,582.0,557.8,1439.6121869519716
